DEPADM;DepBol;NomeDepBol;codRMet;codmun;mun;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;4;411;LAGOINHA;EM-3ª série;1;MANHA;2;MATEMÁTICA;299,3
1;1;Rede Estadual;4;411;LAGOINHA;EM-3ª série;2;TARDE;2;MATEMÁTICA;276,9
1;1;Rede Estadual;4;414;LAVRINHAS;9º Ano EF;2;TARDE;2;MATEMÁTICA;229,8
1;1;Rede Estadual;4;414;LAVRINHAS;EM-3ª série;1;MANHA;2;MATEMÁTICA;266,2
1;1;Rede Estadual;4;420;LORENA;9º Ano EF;1;MANHA;2;MATEMÁTICA;256,2
1;1;Rede Estadual;4;420;LORENA;9º Ano EF;2;TARDE;2;MATEMÁTICA;242,1
1;1;Rede Estadual;4;420;LORENA;EM-3ª série;1;MANHA;2;MATEMÁTICA;279,8
1;1;Rede Estadual;4;420;LORENA;EM-3ª série;3;NOITE;2;MATEMÁTICA;268,3
1;1;Rede Estadual;4;466;MONTEIRO LOBATO;9º Ano EF;2;TARDE;2;MATEMÁTICA;267,3
1;1;Rede Estadual;4;466;MONTEIRO LOBATO;EM-3ª série;2;TARDE;2;MATEMÁTICA;292
1;1;Rede Estadual;4;466;MONTEIRO LOBATO;EM-3ª série;3;NOITE;2;MATEMÁTICA;290,2
1;1;Rede Estadual;4;471;NATIVIDADE DA SERRA;9º Ano EF;1;MANHA;2;MATEMÁTICA;271,7
1;1;Rede Estadual;4;471;NATIVIDADE DA SERRA;9º Ano EF;2;TARDE;2;MATEMÁTICA;259,1
1;1;Rede Estadual;4;471;NATIVIDADE DA SERRA;EM-3ª série;1;MANHA;2;MATEMÁTICA;267
1;1;Rede Estadual;4;471;NATIVIDADE DA SERRA;EM-3ª série;2;TARDE;2;MATEMÁTICA;291,9
1;1;Rede Estadual;4;471;NATIVIDADE DA SERRA;EM-3ª série;3;NOITE;2;MATEMÁTICA;227,6
1;1;Rede Estadual;4;504;PARAIBUNA;9º Ano EF;1;MANHA;2;MATEMÁTICA;272,1
1;1;Rede Estadual;4;504;PARAIBUNA;9º Ano EF;2;TARDE;2;MATEMÁTICA;255,1
1;1;Rede Estadual;4;504;PARAIBUNA;EM-3ª série;1;MANHA;2;MATEMÁTICA;298,9
1;1;Rede Estadual;4;504;PARAIBUNA;EM-3ª série;2;TARDE;2;MATEMÁTICA;296,5
1;1;Rede Estadual;4;504;PARAIBUNA;EM-3ª série;3;NOITE;2;MATEMÁTICA;296,3
1;1;Rede Estadual;4;528;PINDAMONHANGABA;9º Ano EF;1;MANHA;2;MATEMÁTICA;265,8
1;1;Rede Estadual;4;528;PINDAMONHANGABA;9º Ano EF;2;TARDE;2;MATEMÁTICA;266,9
1;1;Rede Estadual;4;528;PINDAMONHANGABA;EM-3ª série;1;MANHA;2;MATEMÁTICA;290,6
1;1;Rede Estadual;4;528;PINDAMONHANGABA;EM-3ª série;2;TARDE;2;MATEMÁTICA;284,6
1;1;Rede Estadual;4;528;PINDAMONHANGABA;EM-3ª série;3;NOITE;2;MATEMÁTICA;265,4
1;1;Rede Estadual;4;533;PIQUETE;9º Ano EF;1;MANHA;2;MATEMÁTICA;238,4
1;1;Rede Estadual;4;533;PIQUETE;9º Ano EF;2;TARDE;2;MATEMÁTICA;244,2
1;1;Rede Estadual;4;533;PIQUETE;EM-3ª série;1;MANHA;2;MATEMÁTICA;280,9
1;1;Rede Estadual;4;533;PIQUETE;EM-3ª série;3;NOITE;2;MATEMÁTICA;281
1;1;Rede Estadual;4;567;QUELUZ;9º Ano EF;1;MANHA;2;MATEMÁTICA;262,6
1;1;Rede Estadual;4;567;QUELUZ;EM-3ª série;1;MANHA;2;MATEMÁTICA;280,3
1;1;Rede Estadual;4;567;QUELUZ;EM-3ª série;2;TARDE;2;MATEMÁTICA;296,9
